d_ate,Total Trade,Total Volume,Total Value in Taka (mn),Total Market Cap in Taka (mn),DSEX Index,DSES Index,DS30 Index
4/4/2021,121536,167876024,5211.726,4433457.556,5088.9895,1166.16839,1901.12621
4/1/2021,107388,140754113,4513.372,4586805.028,5270.53103,1202.53721,1983.30058
3/31/2021,121642,155050930,5602.517,4589023.392,5278.16392,1204.17513,1994.4035
3/29/2021,135785,179156406,6346.813,4668941.153,5373.12459,1221.08092,2036.62908
3/28/2021,94256,120989249,3825.489,4643443.408,5343.94942,1218.45475,2022.18949
3/25/2021,103099,127417005,4882.349,4633946.005,5327.21607,1217.69017,2020.90237
3/24/2021,127078,152899996,5803.951,4635154.955,5330.12162,1221.53642,2024.66609
3/23/2021,139985,161414736,6310.674,4700780.986,5413.7316,1237.59527,2063.56577
3/22/2021,159515,212793766,6931.705,4723017.078,5412.19702,1235.94785,2066.8632
3/21/2021,136516,156390273,6159.752,4646007.235,5349.77874,1226.48214,2034.57325
3/18/2021,159157,166527531,6843.618,4720976.367,5434.69299,1247.67757,2073.88918
3/16/2021,161261,188795225,6980.086,4785141.588,5516.40658,1261.65253,2111.86688
3/15/2021,128348,159746300,6230.433,4802784.73,5532.97056,1263.09448,2129.18367
3/14/2021,147401,162939521,6224.445,4778696.223,5519.15599,1257.80611,2126.29875
3/11/2021,161625,201097314,8095.019,4828543.084,5568.85632,1265.77027,2154.66986
3/10/2021,176268,195241027,8797.371,4852161.043,5563.66504,1263.85706,2149.92887
3/9/2021,179867,244181069,10433.888,4859864.281,5591.38168,1266.12535,2165.42419
3/8/2021,148350,181746871,7215.107,4838979.933,5604.38018,1265.20143,2168.00016
3/7/2021,159270,215564538,8767.524,4809947.752,5584.29986,1256.46226,2156.05371
3/4/2021,132694,173224630,7075.445,4730956.638,5515.78237,1248.59556,2112.68345
3/3/2021,144183,218509180,7758.417,4714101.657,5488.07501,1242.63899,2092.30755
3/2/2021,156394,216958069,8339.449,4722884.404,5508.26858,1245.7466,2108.15786
3/1/2021,121967,154258227,6180.04,4671722.207,5426.82205,1229.07867,2069.39796
2/28/2021,134579,162027384,6606.427,4657366.089,5404.7995,1222.84484,2056.83446
2/25/2021,142202,192877433,7460.298,4669555.486,5416.39054,1225.87752,2065.79589
2/24/2021,105003,127170231,5303.559,4640581.49,5385.64595,1220.69429,2056.37243
2/23/2021,110508,136779845,5918.114,4570041.524,5317.71969,1206.71516,2017.53472
2/22/2021,103794,115292596,4670.886,4600803.781,5385.21293,1222.0305,2057.36994
2/18/2021,125957,154143722,6941.328,4656582.8,5475.9859,1242.48555,2105.57623
2/17/2021,142558,185154111,8638.669,4686912.052,5503.67869,1250.91188,2120.40141
2/16/2021,160926,231076765,9957.367,4717475.195,5527.39146,1252.55476,2146.16368
2/15/2021,169157,217782361,10822.727,4748355.124,5545.09158,1260.22393,2146.14033
2/14/2021,136674,193350807,8016.606,4656484.374,5447.64175,1238.61937,2099.98582
2/11/2021,156178,198486278,10554.768,4697107.917,5485.0163,1236.33023,2110.69548
2/10/2021,139928,203911524,7860.182,4709237.02,5509.40799,1245.34815,2101.82816
2/9/2021,118225,167325147,6833.029,4688364.496,5498.54132,1239.5785,2086.35624
2/8/2021,149881,211544472,7898.043,4583952.072,5376.45878,1214.73778,2023.46841
2/7/2021,146760,187081692,7715.243,4690691.007,5504.78264,1235.43461,2091.11017
2/4/2021,132090,170239804,7135.479,4793044.236,5647.6705,1261.30486,2173.73651
2/3/2021,152386,183329779,7946.142,4767164.597,5581.86843,1250.57347,2136.46324
2/2/2021,128275,168633113,7029.337,4766304.712,5564.69695,1246.08783,2109.45284
2/1/2021,127444,172658344,7182.224,4758856.57,5599.80065,1254.13379,2125.48776
1/31/2021,147021,208407973,8231.06,4790286.475,5649.86185,1265.36819,2160.39244
1/28/2021,152545,233859308,9410.89,4840126.965,5724.35809,1280.39748,2191.20667
1/27/2021,154977,219680215,9059.038,4822800.084,5714.74918,1279.8837,2178.60438
1/26/2021,200231,282877290,11254.561,4784472.072,5695.37702,1279.47945,2162.99634
1/25/2021,206182,364177203,15852.209,4853007.588,5789.92772,1296.91299,2202.01139
1/24/2021,187968,336193469,14586.265,4882822.924,5815.54721,1297.33233,2210.19071
1/21/2021,188171,351028109,12134.558,4922890.521,5836.18076,1294.64808,2208.44885
1/20/2021,200751,378057561,14160.461,4918797.851,5827.56466,1290.06593,2207.49955
1/19/2021,196643,406680700,12909.018,4896354.864,5820.80993,1291.8503,2203.39062
1/18/2021,232389,428858349,15195.965,4892892.272,5801.72219,1293.96982,2195.02149
1/17/2021,301634,726985034,23848.739,4959601.318,5850.43726,1299.31853,2208.82002
1/14/2021,264831,662276238,20708.548,5017096.48,5909.30826,1323.50786,2236.77819
1/13/2021,306841,615686968,21084.982,4903162.728,5770.005,1301.63786,2159.88297
1/12/2021,272041,679989660,19826.437,4937511.294,5861.02089,1322.67031,2194.98434
1/11/2021,241542,574915825,16756.158,4812510.608,5718.75144,1297.41449,2123.96559
1/10/2021,231203,597340790,15056.822,4745440.062,5634.04927,1273.91857,2067.19094
1/7/2021,254292,647298026,17081.072,4702700.385,5621.76601,1265.93512,2048.06611
1/6/2021,252351,552929925,15774.641,4692888.435,5640.1927,1281.21312,2072.03709
1/5/2021,356507,940908652,25468.26,4677035.919,5609.70664,1278.67971,2058.86086
1/4/2021,293473,741767611,21930.163,4687613.425,5652.32789,1297.87991,2091.78062
1/3/2021,258824,671962335,19257.733,4646374.183,5618.95835,1299.522,2078.95305
12/30/2020,243988,507414037,15432.742,4482300.522,5402.06586,1242.11293,1963.96026
12/29/2020,226838,481045814,13838.985,4442036.168,5358.25678,1233.46647,1936.57325
12/28/2020,232457,470197249,13469.882,4418284.426,5344.01424,1231.65286,1924.25507
12/27/2020,257007,523145579,15293.015,4393977.644,5328.27679,1226.7775,1915.67795
12/24/2020,202986,440685258,14056.851,4257945.58,5218.36907,1203.67282,1876.73519
12/23/2020,207097,353273597,12448.781,4126808.043,5133.29838,1186.30129,1836.23558
12/22/2020,174421,290192946,9755.155,4130335.109,5098.48851,1177.99876,1812.52095
12/21/2020,191303,330541979,11373.452,4150629.38,5115.19886,1182.91291,1818.21343
12/20/2020,161740,270117346,8603.262,4147087.541,5074.58627,1170.41145,1794.13838
12/17/2020,147968,233816896,7050.665,4169472.371,5108.03652,1180.09252,1798.61828
12/15/2020,187094,321476192,9720.436,4180564.616,5123.0659,1185.52975,1806.03962
12/14/2020,187418,356992871,9793.379,4168639.117,5147.0243,1192.50881,1813.20115
12/13/2020,190466,422951746,10033.813,4162613.156,5126.43053,1180.62519,1798.74761
12/10/2020,177856,358861511,9365.805,4106177.335,5094.66226,1169.52546,1775.15687
12/9/2020,165408,323094183,8253.113,4062747.878,5069.88341,1163.60158,1767.1051
12/8/2020,153382,288700637,7195.935,4048705.057,5049.80151,1158.40536,1760.22941
12/7/2020,170937,330619255,8481.27,4045289.318,5053.49244,1159.64127,1763.21157
12/6/2020,178327,333320253,8438.002,4030108.164,5024.38916,1150.80834,1748.64043
12/3/2020,162154,298709471,8226.394,3992786.262,4974.83921,1135.53699,1727.1296
12/2/2020,170887,293906950,8410.782,3965123.666,4934.86248,1126.62124,1704.98204
12/1/2020,140792,253470673,6638.473,3927800.625,4903.95567,1120.35705,1695.50679
11/30/2020,164206,295952601,8042.102,3899792.137,4866.84227,1113.97503,1687.40049
11/29/2020,147288,287096846,7662.151,3907958.637,4881.8213,1120.91871,1698.79952
11/26/2020,152160,277756747,7583.328,3905335.648,4869.09286,1118.8516,1689.7002
11/25/2020,140259,258298551,6027.444,3904474.993,4861.87832,1117.24283,1681.94567
11/24/2020,128968,259395895,6710.397,3893341.157,4833.19569,1112.82645,1674.70762
11/23/2020,127756,220268799,6212.854,3877235.385,4817.70063,1107.68815,1669.87603
11/22/2020,110030,189527853,4955.39,3904016.04,4845.09211,1123.92549,1687.78168
11/19/2020,131354,245635281,5853.13,3932998.262,4879.96455,1128.88069,1701.33934
11/18/2020,117243,259283517,5449.932,3943240.848,4887.12458,1126.55359,1699.77899
11/17/2020,153126,382089244,7909.179,3959646.073,4905.097,1126.95271,1704.03091
11/16/2020,152545,425555917,7901.588,3954949,4871.41984,1122.97155,1696.80505
11/15/2020,169542,516381408,11977.209,3960154.428,4867.7398,1114.5968,1696.53303
11/12/2020,175337,428530777,9880.698,3984753.89,4905.03562,1117.43712,1711.59537
11/11/2020,175696,488726838,9752.693,3969836.595,4883.69807,1115.52884,1710.43262
11/10/2020,167418,371123561,9251.139,3980190.709,4899.64764,1112.80169,1703.32537
11/9/2020,170163,348528474,8813.297,3997977.713,4928.07999,1121.15823,1719.86355
11/8/2020,161992,307618844,7866.593,3997622.635,4923.65857,1116.73756,1718.80189
11/5/2020,179615,326808805,9288.511,3980412.277,4942.12164,1120.47055,1725.64131
11/4/2020,158852,273743364,8207.754,3949564.597,4919.60479,1114.84724,1706.4294
11/3/2020,163572,334224609,7951.268,3950634.827,4928.01814,1115.55347,1702.37268
11/2/2020,180146,337323318,8923.492,3956403.298,4918.38426,1112.21958,1698.98315
11/1/2020,159102,327850202,7853.506,3950997.012,4896.68573,1110.90541,1700.01649
10/29/2020,176980,374595079,9633.597,3912515.012,4846.1022,1098.80022,1680.13238
10/28/2020,207968,449229748,11120.302,3889870.554,4838.52318,1094.27764,1665.49922
10/27/2020,184192,354508970,10009.305,3914866.192,4867.96517,1103.05357,1675.4098
10/25/2020,184710,316398384,8859.649,3933545.097,4892.01417,1109.46558,1682.91516
10/22/2020,202300,346193122,10290.334,3965750.521,4914.03669,1114.17111,1692.43787
10/21/2020,173459,294830967,8552.545,3980992.197,4916.85016,1116.74856,1695.07059
10/20/2020,187143,324139062,9150.514,3981936.462,4917.25287,1119.09968,1694.39015
10/19/2020,167697,286694905,7841.453,3986155.301,4902.15552,1114.57177,1690.27963
10/18/2020,152227,237411902,6573.075,3987092.537,4877.65316,1111.22733,1675.55208
10/15/2020,130374,225677476,5480.743,3985519.753,4872.2969,1112.96891,1670.45293
10/14/2020,160677,261601729,6507.175,3946649.148,4839.05363,1108.45302,1656.32617
10/13/2020,139729,251241149,5898.51,3926764.266,4839.85839,1103.75083,1649.1905
10/12/2020,156753,314105473,6944.963,3926133.386,4809.70463,1096.2419,1637.49434
10/11/2020,181853,399781093,8751.065,3971430.302,4858.36185,1098.63582,1647.5962
10/8/2020,173049,368228078,7938.109,3996740.562,4916.97136,1108.79602,1669.37434
10/7/2020,184824,431017199,8887.071,4026777.39,4934.46545,1111.93467,1677.66603
10/6/2020,205804,414244740,10677.216,4038769.23,4928.86722,1109.95381,1678.48705
10/5/2020,196991,366931375,9653.547,4036750.631,4946.67818,1112.77438,1685.24708
10/4/2020,169964,359325494,8893.748,4045765.15,4997.99844,1123.04614,1707.49644
10/1/2020,170075,376624889,8734.94,4033955.288,4995.31992,1126.61837,1710.71725
9/30/2020,176327,390571747,9143.715,3996422.07,4963.29424,1120.38698,1695.99962
9/29/2020,171651,330638395,8530.041,3986568.292,4982.37474,1125.53029,1705.13993
9/28/2020,178818,353957622,8794.958,3978767.708,5003.62557,1131.05841,1712.61352
9/27/2020,205197,391667967,10344.227,3952553.14,4971.61455,1121.59053,1690.78957
9/24/2020,185393,348214649,8805.238,3946516.323,4978.77837,1126.30783,1701.19875
9/23/2020,176741,343615731,8818.142,3892325.708,4972.13308,1125.82154,1708.48722
9/22/2020,164977,301175668,7299.211,3769176.999,4970.10595,1126.73796,1714.34562
9/21/2020,210880,489004848,9775.878,3795500.986,5012.1253,1138.11352,1726.96221
9/20/2020,212615,391857319,11038.803,3839617.951,5088.87019,1153.38268,1752.86748
9/17/2020,204832,365430972,10137.992,3856327.148,5104.65199,1163.06082,1761.60324
9/16/2020,228668,395749725,11472.528,3867846.946,5116.81042,1168.839,1764.11777
9/15/2020,206287,365128705,9955.959,3862167.43,5100.54799,1170.56797,1761.33955
9/14/2020,223433,425389336,11489.559,3852602.007,5092.14511,1170.42009,1756.00562
9/13/2020,254813,531056035,13297.283,3846549.389,5094.05999,1170.6606,1756.88744
9/10/2020,195546,359114402,10245.478,3789419.706,5011.29567,1158.52762,1740.23484
9/9/2020,211967,367344272,10779.782,3763241.927,4971.6899,1146.4454,1726.90218
9/8/2020,235793,400656379,11901.526,3756469.517,4978.32712,1150.20164,1734.23161
9/7/2020,193970,367701648,9761.28,3736913.883,4959.18339,1142.6819,1723.91345
9/6/2020,209065,354604851,10259.923,3730268.671,4948.56615,1141.03885,1716.8361
9/3/2020,218483,359803689,10938.806,3725877.057,4927.82398,1141.82495,1715.41284
9/2/2020,181432,302446046,12013.521,3706350.821,4891.53034,1137.33561,1714.65056
9/1/2020,170532,239729877,7774.272,3687942.155,4862.22357,1131.3759,1696.40946
8/31/2020,198801,318366445,11667.78,3698344.85,4879.1481,1132.8477,1699.54521
8/27/2020,188217,272757096,9071.363,3696561.96,4873.17655,1130.61058,1690.10094
8/26/2020,178622,237436286,7837.072,3674185.108,4827.57863,1126.13592,1679.0515
8/25/2020,167417,272082869,7860.187,3631125.107,4781.57107,1113.80695,1660.53684
8/24/2020,164788,259457956,7293.693,3611040.847,4762.43745,1104.29781,1645.73276
8/23/2020,187983,347778627,9379.899,3616839.76,4794.92226,1107.5265,1650.98583
8/20/2020,184178,357087029,9368.951,3597897.445,4794.06946,1100.33856,1647.0661
8/19/2020,202793,419921761,11490.319,3592443.879,4790.67702,1094.40459,1644.44901
8/18/2020,207570,411403513,10524.915,3557810.159,4720.10264,1080.93278,1608.96905
8/17/2020,247832,547130796,14082.593,3595959.398,4785.0414,1096.5655,1618.05442
8/16/2020,230966,514413103,13513.316,3635204.243,4859.48891,1109.88299,1639.8952
8/13/2020,218897,466890916,12077.752,3550876.486,4703.32003,1088.46234,1594.30625
8/12/2020,215395,390722157,11203.848,3522198.059,4633.37791,1088.32808,1581.46143
8/10/2020,214716,370125869,10480.865,3454168.65,4533.05525,1063.90694,1544.13498
8/9/2020,217288,430628542,11286.466,3451343.919,4545.15461,1058.3064,1540.33516
8/6/2020,166241,315846626,8365.383,3336859.383,4364.83161,1011.107,1475.87586
8/5/2020,152753,278661292,7183.443,3318824.864,4307.15498,997.42658,1452.41574
8/4/2020,151867,250869768,6766.583,3312360.287,4299.1098,999.71149,1454.88767
8/3/2020,143216,240964971,6723.625,3287907.287,4271.81564,993.13823,1442.78819
7/30/2020,121017,178726088,5809.079,3257327.601,4214.42998,976.49978,1420.63973
7/29/2020,95161,111598962,3995.215,3233469.623,4171.20922,964.65909,1401.79299
7/28/2020,99590,129404402,4446.038,3227620.89,4156.54622,963.86033,1402.54708
7/27/2020,93273,132614083,4371.821,3220895.454,4145.38051,965.95013,1400.88212
7/26/2020,79599,100727379,3715.541,3217606.845,4129.07501,963.95016,1397.67713
7/23/2020,67795,84550419,2625.154,3175281.188,4080.9384,946.41797,1374.58893
7/22/2020,65829,85384642,2474.783,3168481.908,4076.79093,945.3853,1371.90686
7/21/2020,68991,79680447,2528.91,3171665.648,4085.79712,948.3155,1372.08739
7/20/2020,54466,84201942,2404.753,3162534.508,4070.15481,944.0336,1364.6844
7/19/2020,54107,77350383,2344.476,3150870.141,4050.64994,938.96982,1356.64125
7/16/2020,55335,71091618,2259.721,3154774.522,4069.11337,945.81206,1368.76222
7/15/2020,61243,79660614,2678.372,3158212.71,4079.07049,950.22588,1375.08534
7/14/2020,65596,86453192,2893.1,3156984.496,4082.14644,952.13632,1374.04535
7/13/2020,83302,119295112,3779.563,3163954.453,4089.5153,950.84985,1376.0739
7/12/2020,78235,106705732,3469.651,3178797.033,4099.42394,954.87052,1383.71217
7/9/2020,66988,100496223,3474.708,3150006.468,4061.56717,938.96285,1369.3687
7/8/2020,49994,97972739,2310.585,3135176.305,4034.65232,928.63778,1357.50703
7/7/2020,29069,50164020,1385.655,3122943.033,4001.81245,923.84618,1346.47807
7/6/2020,25022,47692092,1500.62,3120334.342,3994.65348,921.96098,1342.72479
7/5/2020,22884,30847863,734.07,3115728.459,3981.52236,921.04236,1336.12229
7/2/2020,20001,27546590,811.854,3117751.977,3986.73595,922.10793,1339.49408
6/30/2020,24223,53408903,5557.152,3119669.823,3989.08858,925.084,1340.98464
6/29/2020,23323,46915585,1546.615,3116234.864,3981.64055,923.56653,1335.51447
6/28/2020,18993,61183427,25432.552,3111250.482,3974.22704,921.74503,1331.7328
6/25/2020,14686,31069380,683.573,3108347.818,3969.28413,919.50065,1330.3184
6/24/2020,12413,25230764,541.399,3107319.968,3964.83323,918.56762,1327.33426
6/23/2020,15456,24053272,719.681,3106849.303,3963.35008,918.21223,1326.3574
6/22/2020,15464,15267526,512.655,3106500.014,3962.04698,918.75759,1326.70993
6/21/2020,10530,18091121,386.225,3106588.423,3962.98406,918.90073,1326.8329
6/18/2020,10148,22073577,696.514,3104662.569,3960.57557,918.55667,1325.42916
6/17/2020,9964,27937172,888.568,3105290.007,3961.90399,918.72184,1325.70909
6/16/2020,10527,24607839,653.078,3103866.09,3960.65605,918.29277,1325.63299
6/15/2020,12808,28740436,615.433,3102666.061,3958.36635,917.6217,1324.77135
6/14/2020,14760,27363905,538.857,3105389.334,3964.28111,919.56466,1329.02621
6/11/2020,12115,19407447,511.016,3106445.787,3967.31047,919.79185,1331.75319
6/10/2020,12512,21885286,594.44,3105170.645,3966.75413,919.29366,1332.31366
6/9/2020,10546,25043485,677.164,3102841.554,3962.37535,917.78637,1329.15588
6/8/2020,11060,35356680,1060.032,3100372.644,3956.10705,917.42893,1324.90879
6/7/2020,12223,19872222,700.203,3102191.339,3961.51347,918.58374,1327.9909
6/4/2020,10269,16749167,429.721,3099663.684,3953.38972,915.95883,1321.49419
6/3/2020,13138,22433497,1526.353,3103654.752,3963.40524,918.99356,1328.50833
6/2/2020,20990,38539038,1552.422,3106818.499,3969.58141,920.20113,1330.50692
6/1/2020,34598,44945354,1977.677,3122842.447,3999.49423,929.96051,1347.18393
5/31/2020,28873,43956976,1432.926,3161761.665,4060.44779,951.60397,1365.37074
3/25/2020,26949,53809765,3481.387,3122353.71,4008.28839,920.68808,1330.83423
3/24/2020,23152,38309251,1395.42,3108017.432,3976.56856,917.272,1323.77516
3/23/2020,51546,83478638,2543.018,3112525.58,3984.75152,918.81486,1323.80663
3/22/2020,27329,47728512,1458.327,3102306.563,3960.17258,916.67166,1321.59752
3/19/2020,6372,12549669,491.216,3107335.129,3974.96475,919.43632,1325.81412
3/18/2020,137191,178489349,4290.34,2873825.841,3603.95304,834.77665,1203.43417
3/16/2020,147028,186812145,4066.395,2988931.098,3772.55866,874.06138,1265.0727
3/15/2020,126849,169192507,3736.935,3111136.716,3969.31219,926.4105,1333.27637
3/12/2020,135688,158991295,4094.227,3213625.683,4129.96194,957.78709,1381.59112
3/11/2020,137545,164888299,4225.116,3277151.001,4231.48768,979.55038,1413.61371
3/10/2020,121768,137491355,3283.35,3230831.71,4156.32346,960.40918,1390.15538
3/9/2020,154392,209927145,4993.503,3142192.589,4008.05552,929.27091,1346.11204
3/8/2020,143404,160302166,4289.28,3315106.471,4287.38049,999.06844,1435.00245
3/5/2020,134637,156444437,4151.389,3367470.616,4384.48319,1015.93436,1462.24628
3/4/2020,148370,222914670,5106.685,3389340.883,4409.62069,1023.60351,1470.1148
3/3/2020,155318,271702808,6090.674,3418425.357,4466.07187,1038.08366,1485.16971
3/2/2020,124090,181114704,4197.428,3398545.051,4434.81668,1030.16064,1479.71872
3/1/2020,138659,192829092,4561.7,3379868.559,4409.9186,1028.68472,1474.67899
2/27/2020,145319,215217049,5614.154,3429831.8,4480.22879,1044.9068,1492.37288
2/26/2020,166362,252048941,6273.414,3484419.047,4549.1132,1060.31917,1517.70837
2/25/2020,154969,211778650,6296.814,3527871.424,4621.19875,1069.93715,1550.97064
2/24/2020,149307,208031417,6005.62,3550245.185,4650.89541,1073.57006,1571.21188
2/23/2020,158563,207025601,6684.56,3599779.49,4698.89949,1085.99683,1591.75935
2/20/2020,188732,257710056,7706.082,3592625.546,4733.14396,1089.81105,1592.80357
2/19/2020,198135,291258111,8371.528,3596562.648,4758.00772,1087.0164,1599.55997
2/18/2020,236764,382882260,10213.403,3561602.293,4740.40482,1081.33756,1590.87567
2/17/2020,221329,382384157,9763.876,3571629.265,4768.13686,1083.69552,1599.0063
2/16/2020,212909,356032431,9162.586,3555314.914,4734.15273,1075.74238,1592.3252
2/13/2020,184279,299068652,7305.771,3470661.526,4564.61068,1045.81661,1536.63028
2/12/2020,158053,247481356,6571.998,3421503.18,4480.83049,1030.69083,1516.06733
2/11/2020,133974,203418108,5058.554,3413496.099,4471.51398,1030.12319,1517.22814
2/10/2020,107516,120881123,3408.96,3357457.519,4385.54932,1016.27278,1491.57328
2/9/2020,121475,133004027,3619.766,3363338.689,4388.75609,1012.41588,1492.45797
2/6/2020,121541,134065618,3765.551,3404470.958,4452.96102,1027.41199,1513.86451
2/5/2020,129755,151889119,4206.006,3408249.415,4465.89856,1029.31844,1519.22958
2/4/2020,137782,172560823,4538.826,3425709.172,4479.40287,1031.33689,1526.30267
2/3/2020,143613,189538028,5063.509,3445752.909,4506.87988,1034.8262,1536.16912
2/2/2020,137357,173518279,4646.739,3413195.822,4481.51042,1026.79096,1525.03926
1/30/2020,131996,156208513,4396.267,3408928.52,4469.65654,1028.2875,1524.04383
1/29/2020,131793,150707671,4396.192,3421175.661,4481.79447,1028.71121,1526.44728
1/28/2020,138717,152839520,4674.827,3446126.297,4510.77044,1034.39412,1543.69959
1/27/2020,122288,130692431,4045.81,3442050.26,4493.01762,1031.72278,1541.23472
1/26/2020,145396,173565964,4741.465,3454918.967,4528.20492,1035.22673,1545.85828
1/23/2020,154533,183391659,5143.956,3450694.224,4513.89368,1035.49472,1543.42636
1/22/2020,131224,157277010,4384.241,3401801.83,4440.29666,1018.62832,1519.84817
1/21/2020,125922,144385371,4068.053,3377354.614,4408.10941,1007.64536,1507.14397
1/20/2020,141422,178855250,4947.981,3391162.299,4434.24301,1014.95013,1514.88901
1/19/2020,134431,160963422,4113.669,3345565.791,4382.06434,997.58688,1487.25505
1/16/2020,100995,101256992,2674.914,3193708.458,4149.82957,940.2902,1406.59709
1/15/2020,91004,85416856,2428.298,3145590.344,4068.20457,914.25227,1371.23469
1/14/2020,108832,115088646,2628.126,3133977.219,4036.23948,907.03212,1361.6416
1/13/2020,115785,114186164,2867.76,3190763.523,4123.48178,929.96984,1387.78267
1/12/2020,90436,91825388,2608.211,3252605.157,4212.44591,950.15723,1415.70481
1/9/2020,99708,98575398,3014.199,3236500.281,4197.39291,945.91506,1406.37709
1/8/2020,100503,99179380,2799.629,3264266.165,4228.36616,953.88563,1421.38238
1/7/2020,122482,112117633,3274.617,3306628.697,4281.43531,972.98136,1436.26679
1/6/2020,114495,133850407,3758.169,3337128.23,4331.95866,983.13809,1451.89919
1/5/2020,103119,107803190,2924.683,3376287.984,4400.14036,995.43186,1480.31552
1/2/2020,122470,147386675,3868.263,3408110.435,4459.29112,1009.4117,1506.12626
1/1/2020,101640,106965549,2963.004,3400479.611,4453.29095,1003.65686,1501.78941
12/30/2019,100015,110378677,3189.957,3395510.635,4452.93471,999.82885,1513.34754
12/29/2019,94387,112671233,3007.717,3388902.252,4433.94715,997.08877,1512.33015
12/26/2019,93454,99846045,3050.632,3384934.115,4418.83871,994.90386,1508.954
12/24/2019,85846,84909360,2394.533,3365755.405,4390.67361,985.4443,1496.40051
12/23/2019,94832,101390810,2634.843,3351845.555,4394.44142,981.66098,1494.54872
12/22/2019,103707,102990371,2710.623,3369829.64,4430.95897,987.19953,1501.60464
12/19/2019,101118,107613118,2764.366,3396045.991,4456.83681,997.4839,1513.47343
12/18/2019,96469,97068775,2543.834,3373686.259,4417.95219,986.47399,1498.69739
12/17/2019,111618,108356124,2815.622,3380213.992,4419.82832,994.78144,1508.28793
12/15/2019,122926,121625590,3065.404,3433467.203,4498.49069,1015.05314,1538.62012
12/12/2019,115159,131829340,3495.926,3436975.789,4514.44923,1016.59536,1548.12107
12/11/2019,98505,109471417,2942.149,3430657.833,4512.39007,1017.46378,1552.15234
12/10/2019,102216,109992875,3058.717,3428822.657,4506.93802,1012.29432,1548.37241
12/9/2019,101917,104005491,2752.945,3446521.142,4533.75313,1022.27135,1561.5099
12/8/2019,119028,139474172,3490.143,3482340.584,4596.00401,1041.29844,1583.05757
12/5/2019,127081,177403887,4324.194,3523746.223,4671.33611,1055.84189,1605.82073
12/4/2019,137149,193375172,4620.614,3537181.259,4702.98361,1061.40924,1617.62971
12/3/2019,125338,160821294,4123.791,3537978.122,4697.35095,1060.70541,1617.24957
12/2/2019,137833,228595688,4824.783,3558146.43,4734.59404,1067.7526,1629.04707
12/1/2019,144316,242701500,5216.489,3569499.277,4758.81114,1077.63014,1644.83211
11/28/2019,129128,187641736,4302.003,3567038.114,4731.43716,1082.16149,1647.70984
11/27/2019,150229,215784670,5642.217,3571178.315,4730.34922,1081.97678,1646.33798
11/26/2019,153010,227475494,5603.646,3551793.96,4722.30817,1075.24365,1634.79982
11/25/2019,132206,159477829,4440.799,3542932.788,4693.62583,1076.64329,1635.85
11/24/2019,124443,134376870,3771.985,3544046.46,4688.4288,1075.82625,1638.16317
11/21/2019,121262,146001349,4210.173,3570812.968,4706.66748,1081.77015,1650.63205
11/20/2019,117726,122038342,4063.461,3556665.86,4691.93542,1075.44108,1645.30507
11/19/2019,115903,128435394,3808.337,3567203.664,4722.37456,1086.3834,1661.22316
11/18/2019,131215,133400400,4096.185,3557516.6,4722.01977,1084.71822,1652.15023
11/17/2019,120073,125849047,3636.835,3551804.913,4717.39252,1083.69688,1642.36836
11/14/2019,100565,114807750,3190.957,3549502.831,4710.36618,1080.91747,1638.24703
11/13/2019,124783,135198841,3899.553,3568374.094,4737.17008,1087.8666,1647.05463
11/12/2019,125543,132934246,3925.042,3599978.814,4779.18978,1094.77931,1664.3173
11/11/2019,95238,100128013,2966.343,3601722.344,4781.47581,1090.81595,1664.35571
11/7/2019,112547,128916602,3670.916,3591102.965,4771.91662,1089.57067,1657.91555
11/6/2019,127382,141536517,3852.567,3578274.359,4754.6985,1089.32077,1654.19713
11/5/2019,104188,107976785,3077.645,3557334.24,4703.70262,1081.39862,1637.1439
11/4/2019,98844,94533228,2690.358,3547820.462,4678.3624,1074.5546,1626.60802
11/3/2019,117458,116886701,3259.784,3570673.788,4712.08983,1083.17826,1638.35639
10/31/2019,125886,136764152,4054.319,3559380.797,4682.90238,1075.48039,1627.74703
10/30/2019,120942,111439034,3472.9,3557347.597,4683.20505,1072.13618,1631.47425
10/29/2019,108786,134234250,3581.82,3551443.904,4670.74521,1067.45262,1635.50115
10/28/2019,113920,117688901,3058.956,3562046.038,4699.22629,1074.53176,1648.94827
10/27/2019,91312,83997660,2570.813,3594058.991,4752.64837,1090.85784,1668.36455
10/24/2019,106108,104753099,3226.919,3610923.361,4772.00186,1096.38848,1675.09835
10/23/2019,98395,91502124,2713.683,3567376.071,4726.62043,1084.79477,1659.33981
10/22/2019,96565,97269680,2883.694,3561701.571,4708.68002,1080.96185,1660.88873
10/21/2019,104825,115888787,3504.918,3588837.118,4761.4218,1089.52441,1675.49664
10/20/2019,99538,104737889,3126.348,3601746.653,4782.09331,1099.20655,1685.95382
10/17/2019,100510,100551701,3131.406,3590337.071,4770.99671,1094.03321,1679.02078
10/16/2019,98321,94767877,3245.787,3608743.924,4781.6292,1099.75194,1685.46531
10/15/2019,103517,105846585,3280.55,3635636.881,4821.64514,1109.6734,1704.12326
10/14/2019,98875,96452518,2998.977,3557902.296,4711.30786,1081.79546,1669.8948
10/13/2019,100937,85992563,2981.993,3597034.453,4761.87908,1099.61071,1689.16558
10/10/2019,105473,94728284,3278.176,3633464.634,4810.21941,1111.36065,1704.54272
