d_ate,Total Trade,Total Volume,Total Value in Taka (mn),Total Market Cap in Taka (mn),DSEX Index,DSES Index,DS30 Index
11/19/2015,103678,112736938,4037.722,3136973.049,4531.62761,1091.51568,1721.06325
11/18/2015,91642,94167576,3471.689,3116825.315,4496.68271,1081.98116,1706.3383
11/17/2015,106669,103210970,4021.993,3122518.623,4496.35565,1083.39816,1707.91826
11/16/2015,97645,101992087,4156.42,3105843.517,4475.8113,1078.40226,1699.35846
11/15/2015,70549,63933464,2218.506,3079439.843,4424.20914,1065.30081,1686.39932
11/12/2015,81266,87877213,3043.766,3084077.451,4433.57857,1067.4711,1689.08432
11/11/2015,74012,76917961,2550.286,3055766.561,4371.54443,1054.9982,1664.5188
11/10/2015,83555,79061777,2940.763,3084800.929,4410.57689,1066.16508,1681.48204
11/9/2015,89013,79615095,3219.34,3101808.195,4416.90528,1068.60407,1680.23973
11/8/2015,89749,82926286,3147.177,3117580.904,4443.1467,1071.77901,1689.5119
11/5/2015,81989,85494974,3354.682,3146607.467,4502.16115,1084.47732,1711.36127
11/4/2015,78910,77559652,2901.101,3147269.747,4511.311,1085.02148,1713.87513
11/3/2015,85766,84001948,3206.143,3163417.778,4551.51487,1095.83219,1728.54866
11/2/2015,82665,75805324,2905.233,3157293.457,4536.05381,1092.25946,1722.49323
11/1/2015,83105,79650122,2678.419,3140818.284,4514.85128,1081.28143,1709.03272
10/29/2015,91442,146758732,4560.451,3168907.885,4564.48648,1092.3036,1725.9745
10/28/2015,81088,80985601,2625.619,3173522.232,4579.37042,1097.18453,1730.84238
10/27/2015,85297,89652737,2970.606,3181076.7,4589.33132,1101.61833,1735.69256
10/26/2015,98408,101704691,4154.625,3200441.185,4630.5791,1109.90283,1751.21207
10/25/2015,90440,95928595,3257.079,3217466.562,4649.28873,1116.48533,1762.21116
10/21/2015,84756,104968830,3561.794,3220018.588,4647.67731,1113.24983,1762.55285
10/20/2015,88709,90524953,3391.613,3227118.095,4657.65473,1115.52357,1766.85724
10/19/2015,82306,89761030,3358.018,3209830.847,4644.63545,1108.54029,1763.39381
10/18/2015,83876,85236913,3108.93,3183722.93,4608.03092,1094.59849,1743.48474
10/15/2015,104135,115000188,4044.927,3213856.267,4676.6289,1114.83797,1766.50375
10/14/2015,75803,93769180,3089.092,3238425.51,4716.08202,1127.57588,1788.25685
10/13/2015,90224,131465036,4494.998,3274675.086,4779.664,1141.83411,1812.87795
10/12/2015,89677,134768873,4164.773,3280752.856,4776.15239,1144.1832,1813.58806
10/11/2015,89651,115364834,3384.841,3256423.532,4728.12715,1135.79461,1794.69644
10/8/2015,89404,116036908,3607.744,3281469.276,4781.36282,1149.72513,1815.99989
10/7/2015,91382,140800873,3976.94,3302559.436,4800.62874,1158.9776,1827.82414
10/6/2015,85326,113052751,4148.349,3329543.263,4833.33319,1168.15434,1842.87465
10/5/2015,81211,100856066,3846.218,3334699.262,4831.59719,1170.91216,1840.17089
10/4/2015,87301,95397553,3368.058,3334704.517,4814.60883,1170.11261,1834.61078
10/1/2015,94863,120780649,4242.391,3359169.043,4856.96557,1182.13676,1851.27289
9/30/2015,106505,136800246,4953.488,3355500.841,4852.08282,1180.892,1847.97048
9/29/2015,98075,108132054,4348.896,3363989.968,4853.17435,1186.07095,1854.02757
9/28/2015,83386,85493597,3953.328,3378960.383,4866.75863,1192.82139,1863.72303
9/22/2015,89020,87640982,3646.985,3377313.138,4853.29491,1191.04147,1860.35663
9/21/2015,97999,105737025,5196.404,3368455.26,4841.61744,1187.18385,1855.90862
9/20/2015,94905,100818575,4180.239,3362395.201,4830.68253,1185.89166,1850.79826
9/17/2015,109799,120860357,5144.334,3363451.586,4819.45034,1186.67373,1848.12394
9/16/2015,101436,125905050,4274.157,3352179.306,4796.81643,1179.9256,1836.24083
9/15/2015,100838,113184567,4204.078,3358464.046,4801.80728,1180.42256,1837.66374
9/14/2015,110103,115759550,4370.152,3348731.356,4786.19475,1175.46793,1824.92894
9/13/2015,122212,118345204,4575.455,3337325.458,4768.30032,1169.16684,1818.60812
9/10/2015,112821,119301336,4482.952,3331881.621,4760.14163,1167.66007,1814.59042
9/9/2015,104178,125617424,4157.314,3334090.995,4758.4344,1167.90433,1815.77875
9/8/2015,113621,133140241,4448.008,3353498.915,4784.4607,1175.76847,1827.0273
9/7/2015,124163,140913242,4737.901,3356633.206,4791.91281,1177.87075,1829.4695
9/6/2015,118654,126706946,4340.919,3351097.189,4772.65075,1175.31283,1819.16232
9/3/2015,125525,131508909,4985.922,3347098.524,4765.72038,1177.10733,1823.17453
9/2/2015,99110,90929998,3488.228,3344424.756,4763.8802,1176.23622,1825.00303
9/1/2015,143023,104906281,4213.349,3323574.693,4724.51883,1165.37478,1806.29122
8/31/2015,80771,81683707,3511.691,3345230.914,4768.66705,1176.48617,1826.9771
8/30/2015,91139,85726052,3503.521,3355493.171,4790.97645,1181.79947,1835.40401
8/27/2015,97048,103525568,4215.879,3369990.167,4812.82309,1186.70335,1840.88602
8/26/2015,99720,109929230,4317.541,3363939.149,4805.65575,1183.6725,1837.97361
8/25/2015,99855,116832322,4565.484,3353250.849,4792.93573,1178.31314,1832.92
8/24/2015,95908,103077484,3993.497,3350306.574,4793.99852,1178.0306,1832.05877
8/23/2015,111683,127228029,4677.33,3369678.393,4831.7152,1184.97921,1844.23037
8/20/2015,128887,144480216,5969.688,3373198.708,4840.15914,1190.94,1850.94748
8/19/2015,128836,142624739,5501.957,3364724.402,4816.97755,1188.30071,1849.35994
8/18/2015,122274,145392177,5285.769,3363710.022,4809.27124,1184.3227,1841.86016
8/17/2015,138005,158137766,6104.813,3341739.965,4768.01179,1173.81051,1827.92202
8/16/2015,123263,131463113,5334.046,3356816.135,4783.809,1184.64407,1845.2721
8/13/2015,136350,161511046,6032.449,3366571.083,4808.87121,1191.00671,1859.39597
8/12/2015,134308,133930843,6157.912,3380915.571,4821.62437,1192.74903,1868.13549
8/11/2015,128848,132162439,5469.769,3365869.531,4791.47427,1184.11647,1859.48229
8/10/2015,148107,153630440,6603.602,3381729.909,4815.63745,1189.01069,1869.31069
8/9/2015,156225,151228994,6734.706,3396059.248,4844.35886,1193.64525,1881.57952
8/6/2015,151132,173724391,6885.432,3403849.969,4864.45045,1197.08196,1886.83329
8/5/2015,175052,236012747,9023.741,3409970.396,4873.96114,1202.90607,1889.75587
8/4/2015,185843,265053962,9282.705,3409490.245,4871.81508,1207.91704,1904.75799
8/3/2015,167299,207388511,8117.143,3403100.239,4862.55221,1203.12048,1901.50545
8/2/2015,163463,194680382,8065.323,3372024.425,4802.02267,1192.71869,1885.90004
7/30/2015,137848,162525672,6298.634,3370058.872,4792.30659,1189.86453,1883.91037
7/29/2015,141189,182103872,6302.376,3366915.277,4777.90405,1184.08672,1869.55965
7/28/2015,147176,188919373,7201.25,3379064.021,4797.17165,1189.05096,1879.15585
7/27/2015,139936,149478878,6482.394,3368172.163,4775.27826,1182.6724,1869.25741
7/26/2015,154531,177159726,7548.968,3374289.963,4786.49353,1186.80086,1876.90223
7/23/2015,152681,174096106,8139.45,3390124.852,4808.39516,1195.221,1888.83857
7/22/2015,142275,141017801,7151.694,3343358.155,4741.97981,1171.23441,1857.44854
7/21/2015,110080,107824468,4926.727,3335984.115,4731.31675,1164.14058,1858.34213
7/14/2015,109223,117396674,5206.57,3303908.516,4656.13859,1147.21106,1820.88044
7/13/2015,106683,117188881,4943.288,3291182.232,4628.85008,1141.94028,1815.06637
7/12/2015,113424,123586200,5537.543,3276047.49,4615.19803,1136.27782,1811.20349
7/9/2015,106519,124060649,4772.608,3265912.012,4599.91364,1133.73519,1795.24923
7/8/2015,117900,130139206,4945.218,3250749.289,4579.72997,1126.37981,1784.17199
7/7/2015,112811,123777808,4854.245,3239475.05,4565.24565,1120.28898,1782.15031
7/6/2015,103149,113185199,4233.173,3215631.894,4526.71873,1110.56106,1764.49463
7/5/2015,118282,123927060,4682.294,3219798.109,4536.00139,1111.11083,1761.63285
7/2/2015,129241,148071066,5046.242,3239494.585,4572.5861,1121.05011,1772.90881
6/30/2015,125665,149695464,5904.511,3247306.316,4583.10991,1122.02781,1769.36749
6/29/2015,101645,97207851,4283.055,3212384.434,4531.9885,1111.65319,1752.01255
6/28/2015,95792,85034061,3620.387,3188663.139,4502.22043,1103.7989,1738.41283
6/25/2015,96786,87348957,3466.219,3163452.754,4455.28288,1092.3235,1715.66082
6/24/2015,93163,99415909,3728.074,3158096.925,4457.24473,1092.22597,1717.04283
6/23/2015,99736,113070684,4345.335,3171291.093,4489.45775,1099.81749,1733.21769
6/22/2015,88329,104738648,3805.148,3182902.319,4503.9862,1099.57345,1733
6/21/2015,90787,87924485,3082.892,3186515.699,4511.46689,1103.09265,1731.04567
6/18/2015,112629,112994183,4067.481,3187644.562,4519.85056,1101.66133,1742.62379
6/17/2015,130565,112227156,4471.589,3195132.843,4527.4186,1104.176,1746.07825
6/16/2015,93689,126894059,4105.918,3186428.428,4506.71651,1101.7054,1741.8272
6/15/2015,83483,93050778,3186.851,3174225.602,4477.55863,1094.95892,1730.87
6/14/2015,94634,102741918,3530.282,3159257.882,4453.36798,1087.49399,1720.49401
6/11/2015,110318,131043062,4506.706,3190662.394,4515.13551,1099.22469,1744.30629
6/10/2015,117561,155201397,5218.807,3206084.805,4556.68882,1106.16617,1759.6009
6/9/2015,113235,143355535,4677.034,3180910.469,4513.97584,1094.9236,1738.48036
6/8/2015,132902,150173698,5860.51,3188355.806,4542.27138,1103.18145,1748.16311
6/7/2015,140639,168167387,6483.287,3231133.917,4617.70227,1121.3772,1775.68962
6/4/2015,113504,125825247,4992.567,3225106.9,4591.42763,1117.59661,1765.18499
6/2/2015,150312,189147733,7250.075,3223253.148,4586.84642,1113.36644,1757.89079
6/1/2015,182751,236141627,10023.391,3241448.78,4623.63092,1118.74469,1765.96054
5/31/2015,158512,168984548,7884.193,3220072.508,4586.95109,1112.79086,1758.01719
5/28/2015,176897,191773964,8588.131,3203801.749,4544.70874,1099.42795,1731.44645
5/27/2015,171656,204980895,8424.904,3236606.566,4616.12026,1110.72394,1760.15811
5/26/2015,176493,207314465,8357.038,3244022.584,4627.16596,1113.44302,1748.78788
5/25/2015,177914,215257383,8557.887,3237620.26,4615.01886,1108.83856,1736.31183
5/24/2015,74357,85877593,3431.766,3175873.301,4484.62218,1081.40289,1682.44776
5/21/2015,172360,217497015,7797.805,3177455.316,4483.28209,1082.92522,1683.43042
5/20/2015,174378,223195932,7829.056,3168756.838,4455.57281,1083.35823,1678.87193
5/19/2015,180084,210296719,8087.515,3178666.192,4459.28596,1083.74916,1686.44088
5/18/2015,167226,202787271,7539.859,3145601.338,4407.42899,1069.67888,1665.84315
5/17/2015,149699,153775682,7106.082,3103454.57,4315.99655,1051.43371,1630.19654
5/14/2015,153699,173322142,6693.913,3097815.939,4314.8897,1046.47531,1623.71464
5/13/2015,151082,187893235,6379.064,3102106.693,4342.66238,1048.73985,1635.67005
5/12/2015,135800,176601292,5543.996,3098351.676,4326.61252,1039.24911,1622.49236
5/11/2015,153784,173038108,5967.112,3109961.687,4349.22024,1043.01638,1624.71543
5/10/2015,129821,132518460,5208.142,3090992.183,4277.05335,1041.49335,1617.1784
5/7/2015,116684,97577604,4193.185,3013622.787,4122.32408,1010.40662,1558.20129
5/6/2015,101831,90777423,3648.46,3000644.272,4089.88449,1008.56856,1548.68839
5/5/2015,92586,72632317,3273.01,2961882.516,4014.3708,987.93779,1522.16659
5/4/2015,91319,80336526,3304.421,2934738.948,3959.73776,973.45392,1505.7045
4/30/2015,100642,76662657,3823.105,2973466.027,4047.28611,992.54029,1545.1878
4/29/2015,91391,78624243,3161.763,2999410.826,4099.20548,1005.17306,1562.93464
4/27/2015,106687,75809120,3234.09,3013583.828,4118.48696,1013.63855,1567.79093
4/26/2015,91471,71343923,3415.214,2983851.931,4094.47983,1004.34643,1558.13262
4/23/2015,99223,81568218,3776.763,3040893.447,4192.20744,1024.88103,1592.75523
4/22/2015,126353,112345060,5255.848,3079715.782,4252.94666,1041.46276,1621.56325
4/21/2015,110334,98418370,4398.204,3096073.112,4283.24786,1044.98785,1632.24699
4/20/2015,120107,103200092,4602.644,3099840.193,4308.44831,1048.91643,1634.38612
4/19/2015,141331,135474340,5633.848,3133794.645,4373.65684,1060.19826,1656.29044
4/16/2015,128010,115281877,5385.231,3140064.607,4373.33941,1060.88418,1668.34663
4/15/2015,119857,103718962,4697.42,3133178.861,4360.49682,1065.39396,1670.70163
4/13/2015,106338,83700534,4121.957,3101936.428,4291.62503,1054.65528,1653.61023
4/12/2015,84841,63047525,2895.695,3097841.142,4305.26646,1056.80659,1659.17664
4/9/2015,101391,69917748,3676.879,3115470.833,4345.89429,1065.68385,1671.17367
4/8/2015,105352,74537365,3714.037,3121042.193,4347.13862,1062.62212,1671.47417
4/7/2015,99637,69009577,3257.672,3116527.241,4345.03166,1064.21551,1669.16567
4/6/2015,104769,65345463,3050.715,3136731.201,4397.25843,1075.05442,1685.73727
4/5/2015,120383,60807452,3116.122,3159497.964,4431.10984,1084.66554,1696.80583
4/2/2015,76323,53648169,2746.795,3131499.948,4472.13767,1088.79942,1703.06378
4/1/2015,88934,75498687,3597.188,3156149.173,4513.107,1098.66644,1719.8801
3/31/2015,106947,87837044,4527.227,3172290.315,4530.48314,1103.13482,1728.47611
3/30/2015,88667,64661402,3149.38,3150716.352,4509.28185,1096.69107,1717.48788
3/29/2015,108272,71165116,3930.055,3175285.459,4558.08122,1111.24026,1737.88213
3/25/2015,95309,68152252,3507.971,3141747.703,4509.30259,1096.77805,1713.85994
3/24/2015,73900,58368413,2555.476,3124891.363,4493.40496,1090.75755,1707.22412
3/23/2015,78034,68026649,3143.816,3131196.219,4506.55716,1096.3748,1711.57136
3/22/2015,81052,60700751,2681.949,3142895.319,4533.21272,1104.7542,1721.06507
3/19/2015,52143,40066737,1666.14,3108982.076,4468.02171,1081.48838,1686.67232
3/18/2015,71792,62890174,3133.476,3100625.925,4442.81544,1074.60793,1675.11797
3/16/2015,82665,61285339,2897.151,3123301.14,4477.99871,1090.99204,1691.50941
3/15/2015,71675,52350994,2537.34,3141327.101,4536.39755,1104.89053,1709.40647
3/12/2015,79902,60743453,3280.561,3138155.567,4556.94248,1104.78637,1714.41363
3/11/2015,95602,62166939,3102.845,3146271.898,4585.7254,1105.99552,1716.54388
3/10/2015,79907,56678400,2552.108,3171040.38,4649.30292,1115.75959,1729.90638
3/9/2015,87984,70204311,2797.459,3156597.554,4626.22514,1105.75491,1714.66228
3/8/2015,91114,57006762,2490.67,3154079.712,4624.94864,1103.16355,1712.29821
3/5/2015,105236,67944326,2663.057,3173527.813,4664.91,1112.51632,1730.94036
3/4/2015,63813,53313791,2218.471,3173923.07,4681.53745,1111.10181,1737.72198
3/3/2015,67157,53249328,2210.235,3183675.204,4695.79566,1115.17841,1748.98494
3/2/2015,81098,71134564,2980.565,3191700.696,4719.40525,1115.72217,1754.17356
3/1/2015,93444,72937351,3366.515,3210312.474,4739.65132,1122.67562,1758.78621
2/26/2015,81549,62428324,2961.03,3217182.209,4763.21716,1130.91593,1772.41773
2/25/2015,96275,76597803,3426.98,3202638.149,4742.22104,1126.79767,1770.01605
2/24/2015,85181,65338279,3091.119,3230879.125,4801.14935,1140.18123,1793.0734
2/23/2015,87673,68128195,3151.837,3234328.122,4808.64143,1143.26605,1797.66124
2/22/2015,72260,54642275,2453.837,3227486.177,4802.17737,1136.12093,1788.15596
2/19/2015,71894,65188519,2668.504,3210423.541,4788.23159,1128.29353,1777.8657
2/18/2015,73526,75901007,2593.561,3223478.861,4802.27251,1133.70497,1786.17575
2/17/2015,75121,78120564,2486.708,3225271.2,4800.40753,1136.51668,1786.72207
2/16/2015,88834,83739633,2802.745,3214025.457,4769.47469,1132.48013,1775.11373
2/15/2015,82424,76948799,2646.647,3245598.73,4831.17847,1147.12536,1804.89988
2/12/2015,96370,94523353,3259.8,3248281.783,4841.72102,1149.97866,1812.35018
2/11/2015,96086,92300669,3460.982,3240780.055,4810.5356,1145.42015,1804.90357
2/10/2015,88778,72952680,2994.177,3227343.935,4786.69084,1140.71344,1788.21267
2/9/2015,75577,62913066,2680.116,3188435.589,4712.56799,1120.46785,1749.67928
2/8/2015,73107,57954671,2210.94,3185024.042,4701.60277,1117.87436,1743.67831
2/5/2015,109005,60451169,2614.64,3177216.678,4685.03912,1110.21118,1733.22289
2/4/2015,59845,50839194,2037.972,3165680.7,4668.05741,1105.30016,1726.40445
2/3/2015,57660,56915369,1945.224,3152998.904,4656.47297,1102.30058,1723.62032
2/2/2015,65661,61244658,2269.459,3127861.333,4618.43083,1091.27505,1705.62102
2/1/2015,59921,52620722,1846.853,3140826.931,4654.95482,1099.45732,1723.54522
1/29/2015,68995,58045175,2065.74,3177697.796,4724.04933,1115.69606,1747.75509
1/28/2015,70822,62420923,2358.657,3190599.23,4747.63694,1122.32489,1756.80991
1/27/2015,69370,60214042,2151.764,3192481.082,4757.10193,1124.17202,1755.53465
1/26/2015,66857,60806355,2043.643,3170554.741,4708.33448,1110.52464,1736.36261
1/25/2015,75302,61933687,2232.449,3181336.863,4716.76186,1113.84465,1745.80863
1/22/2015,74407,63944454,2230.68,3221142.573,4797.9551,1136.33802,1778.80327
1/21/2015,110738,86692499,2819.238,3212177.86,4783.21231,1134.3562,1774.77209
1/20/2015,75917,69194847,2471.733,3246890.355,4856.94857,1150.35958,1802.07395
1/19/2015,93948,76727877,2851.45,3253928.914,4867.08477,1153.27304,1803.63172
1/18/2015,72160,63184220,2514.484,3276504.411,4917.3752,1162.46447,1820.70352
1/15/2015,85326,86799671,3310.784,3300809.218,4956.0912,1174.35484,1839.3967
1/14/2015,96034,102313369,3906.412,3300799.384,4951.68965,1174.89843,1840.6759
1/13/2015,100803,99946760,4049.786,3311698.102,4969.73396,1183.21669,1849.22972
1/12/2015,101617,100904056,4170.193,3307734.816,4956.92845,1179.35086,1845.74705
1/11/2015,85173,82894431,3084.447,3295267.936,4943.99046,1173.46861,1835.23782
1/8/2015,77836,72424346,2942.929,3310818.084,4968.7103,1181.71163,1854.14184
1/7/2015,82419,70960667,2978.367,3307529.711,4963.66425,1183.56259,1857.15067
1/6/2015,78707,72220246,3196.05,3310976.212,4969.67276,1186.50505,1859.06548
1/5/2015,57297,44673845,2044.265,3288015.294,4926.40938,1176.31292,1844.41984
1/1/2015,66983,56390929,2275.409,3293566.387,4941.51504,1174.01632,1843.18025
